"future","playerID","firstName","lastName","name","team","logo","playerURL","caesars_odds","caesars_line","caesars_mult","caesars_winPct","caesars_win","caesars_odds_under","caesars_mult_under","caesars_win_under","draftkings_odds","draftkings_line","draftkings_mult","draftkings_winPct","draftkings_win","draftkings_odds_under","draftkings_mult_under","draftkings_win_under","fanatics_odds","fanatics_line","fanatics_mult","fanatics_winPct","fanatics_win","fanatics_odds_under","fanatics_mult_under","fanatics_win_under","fanduel_odds","fanduel_line","fanduel_mult","fanduel_winPct","fanduel_win","fanduel_odds_under","fanduel_mult_under","fanduel_win_under","hardrock_odds","hardrock_line","hardrock_mult","hardrock_winPct","hardrock_win","hardrock_odds_under","hardrock_mult_under","hardrock_win_under","mgm_odds","mgm_line","mgm_mult","mgm_winPct","mgm_win","mgm_odds_under","mgm_mult_under","mgm_win_under","thescore_odds","thescore_line","thescore_mult","thescore_winPct","thescore_win","thescore_odds_under","thescore_mult_under","thescore_win_under","betrivers_odds","betrivers_line","betrivers_mult","betrivers_winPct","betrivers_win","betrivers_odds_under","betrivers_mult_under","betrivers_win_under","best_oddsBook","best_odds","best_line","best_mult","best_winPct","best_win","date"
"Sixth Man","4806","Naz","Reid","Naz Reid","MIN","https://content.rotowire.com/images/teamlogo/basketball/100MIN.png?v=10","/betting/nba/player/naz-reid-odds-4806","120","0.0",1.2,"37.3","24.00",NA,NA,NA,"160","0.0",1.6,"33.3","32.00",NA,NA,NA,"120","0.0",1.2,"0.0","24.00",NA,NA,NA,"120","0.0",1.2,"38.6","24.00",NA,NA,NA,"190","0.0",1.9,"28.6","38.00",NA,NA,NA,"120","0.0",1.2,"39.8","24.00",NA,NA,NA,"110","0.0",1.1,"40.8","22.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hardrock","190","0.0",1.9,NA,"38.00",2026-02-26
"Sixth Man","4782","Keldon","Johnson","Keldon Johnson","SAS","https://content.rotowire.com/images/teamlogo/basketball/100SAS.png?v=10","/betting/nba/player/keldon-johnson-odds-4782","275","0.0",2.75,"21.9","55.00",NA,NA,NA,"280","0.0",2.8,"22.8","56.00",NA,NA,NA,"250","0.0",2.5,"0.0","50.00",NA,NA,NA,"220","0.0",2.2,"26.6","44.00",NA,NA,NA,"325","0.0",3.25,"19.5","65.00",NA,NA,NA,"225","0.0",2.25,"26.9","45.00",NA,NA,NA,"250","0.0",2.5,"24.5","50.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hardrock","325","0.0",3.25,NA,"65.00",2026-02-26
"Sixth Man","5960","Jaime","Jaquez","Jaime Jaquez","MIA","https://content.rotowire.com/images/teamlogo/basketball/100MIA.png?v=10","/betting/nba/player/jaime-jaquez-odds-5960","600","0.0",6,"11.7","120.00",NA,NA,NA,"600","0.0",6,"12.4","120.00",NA,NA,NA,"600","0.0",6,"0.0","120.00",NA,NA,NA,"700","0.0",7,"10.6","140.00",NA,NA,NA,"525","0.0",5.25,"13.3","105.00",NA,NA,NA,"700","0.0",7,"10.9","140.00",NA,NA,NA,"700","0.0",7,"10.7","140.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fanduel","700","0.0",7,NA,"140.00",2026-02-26
"Sixth Man","5910","Anthony","Black","Anthony Black","ORL","https://content.rotowire.com/images/teamlogo/basketball/100ORL.png?v=10","/betting/nba/player/anthony-black-odds-5910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1750","0.0",17.5,"4.5","350.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hardrock","1750","0.0",17.5,NA,"350.00",2026-02-26
"Sixth Man","3459","Tim","Hardaway","Tim Hardaway","DEN","https://content.rotowire.com/images/teamlogo/basketball/100DEN.png?v=10","/betting/nba/player/tim-hardaway-odds-3459","1800","0.0",18,"4.3","360.00",NA,NA,NA,"1700","0.0",17,"4.8","340.00",NA,NA,NA,"1700","0.0",17,"0.0","340.00",NA,NA,NA,"1500","0.0",15,"5.3","300.00",NA,NA,NA,"2000","0.0",20,"4.0","400.00",NA,NA,NA,"1600","0.0",16,"5.1","320.00",NA,NA,NA,"1100","0.0",11,"7.1","220.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hardrock","2000","0.0",20,NA,"400.00",2026-02-26
"Sixth Man","6289","Ajay","Mitchell","Ajay Mitchell","OKC","https://content.rotowire.com/images/teamlogo/basketball/100OKC.png?v=10","/betting/nba/player/ajay-mitchell-odds-6289","1500","0.0",15,"5.1","300.00",NA,NA,NA,"1400","0.0",14,"5.8","280.00",NA,NA,NA,"1800","0.0",18,"0.0","360.00",NA,NA,NA,"2000","0.0",20,"4.0","400.00",NA,NA,NA,"1200","0.0",12,"6.4","240.00",NA,NA,NA,"2000","0.0",20,"4.2","400.00",NA,NA,NA,"1800","0.0",18,"4.5","360.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fanduel","2000","0.0",20,NA,"400.00",2026-02-26
"Sixth Man","5337","Ayo","Dosunmu","Ayo Dosunmu","MIN","https://content.rotowire.com/images/teamlogo/basketball/100MIN.png?v=10","/betting/nba/player/ayo-dosunmu-odds-5337","1500","0.0",15,"5.1","300.00",NA,NA,NA,"1300","0.0",13,"6.2","260.00",NA,NA,NA,"1400","0.0",14,"0.0","280.00",NA,NA,NA,"1500","0.0",15,"5.3","300.00",NA,NA,NA,"1500","0.0",15,"5.2","300.00",NA,NA,NA,"1500","0.0",15,"5.5","300.00",NA,NA,NA,"2200","0.0",22,"3.7","440.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"thescore","2200","0.0",22,NA,"440.00",2026-02-26
"Sixth Man","4373","Anfernee","Simons","Anfernee Simons","CHI","https://content.rotowire.com/images/teamlogo/basketball/100CHI.png?v=10","/betting/nba/player/anfernee-simons-odds-4373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2250","0.0",22.5,"3.5","450.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hardrock","2250","0.0",22.5,NA,"450.00",2026-02-26
"Sixth Man","6257","Reed","Sheppard","Reed Sheppard","HOU","https://content.rotowire.com/images/teamlogo/basketball/100HOU.png?v=10","/betting/nba/player/reed-sheppard-odds-6257","1200","0.0",12,"6.3","240.00",NA,NA,NA,"1400","0.0",14,"5.8","280.00",NA,NA,NA,"1800","0.0",18,"0.0","360.00",NA,NA,NA,"2500","0.0",25,"3.3","500.00",NA,NA,NA,"1400","0.0",14,"5.5","280.00",NA,NA,NA,"2500","0.0",25,"3.4","500.00",NA,NA,NA,"1800","0.0",18,"4.5","360.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fanduel","2500","0.0",25,NA,"500.00",2026-02-26
"Sixth Man","4454","Grayson","Allen","Grayson Allen","PHX","https://content.rotowire.com/images/teamlogo/basketball/100PHX.png?v=10","/betting/nba/player/grayson-allen-odds-4454","4000","0.0",40,"2.0","800.00",NA,NA,NA,"3000","0.0",30,"2.8","600.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3000","0.0",30,"2.7","600.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"caesars","4000","0.0",40,NA,"800.00",2026-02-26
"Sixth Man","3588","Jerami","Grant","Jerami Grant","POR","https://content.rotowire.com/images/teamlogo/basketball/100POR.png?v=10","/betting/nba/player/jerami-grant-odds-3588","5000","0.0",50,"1.6","1,000.00",NA,NA,NA,"5000","0.0",50,"1.7","1,000.00",NA,NA,NA,"3500","0.0",35,"0.0","700.00",NA,NA,NA,"3000","0.0",30,"2.7","600.00",NA,NA,NA,"5000","0.0",50,"1.6","1,000.00",NA,NA,NA,"5000","0.0",50,"1.7","1,000.00",NA,NA,NA,"5000","0.0",50,"1.7","1,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","5000","0.0",50,NA,"1,000.00",2026-02-26
"Sixth Man","5360","Cam","Thomas","Cam Thomas","MIL","https://content.rotowire.com/images/teamlogo/basketball/100MIL.png?v=10","/betting/nba/player/cam-thomas-odds-5360","7500","0.0",75,"1.1","1,500.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"caesars","7500","0.0",75,NA,"1,500.00",2026-02-26
