"future","playerID","firstName","lastName","name","team","logo","playerURL","draftkings_odds","draftkings_line","draftkings_mult","draftkings_winPct","draftkings_win","draftkings_odds_under","draftkings_mult_under","draftkings_win_under","espnbet_odds","espnbet_line","espnbet_mult","espnbet_winPct","espnbet_win","espnbet_odds_under","espnbet_mult_under","espnbet_win_under","fanduel_odds","fanduel_line","fanduel_mult","fanduel_winPct","fanduel_win","fanduel_odds_under","fanduel_mult_under","fanduel_win_under","hardrock_odds","hardrock_line","hardrock_mult","hardrock_winPct","hardrock_win","hardrock_odds_under","hardrock_mult_under","hardrock_win_under","mgm_odds","mgm_line","mgm_mult","mgm_winPct","mgm_win","mgm_odds_under","mgm_mult_under","mgm_win_under","betrivers_odds","betrivers_line","betrivers_mult","betrivers_winPct","betrivers_win","betrivers_odds_under","betrivers_mult_under","betrivers_win_under","caesars_odds","caesars_line","caesars_mult","caesars_winPct","caesars_win","caesars_odds_under","caesars_mult_under","caesars_win_under","best_oddsBook","best_odds","best_line","best_mult","best_winPct","best_win","date"
"Sixth Man","4373","Anfernee","Simons","Anfernee Simons","BOS","https://content.rotowire.com/images/teamlogo/basketball/100BOS.png?v=7","/betting/nba/player/anfernee-simons-odds-4373","2000","0.0",20,"4.0","400.00",NA,NA,NA,"2500","0.0",25,"2.6","500.00",NA,NA,NA,"3000","0.0",30,"2.3","600.00",NA,NA,NA,"1750","0.0",17.5,"3.6","350.00",NA,NA,NA,"1500","0.0",15,"7.3","300.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fanduel","3000","0.0",30,NA,"600.00",2025-11-11
"Sixth Man","4117","Malik","Monk","Malik Monk","SAC","https://content.rotowire.com/images/teamlogo/basketball/100SAC.png?v=7","/betting/nba/player/malik-monk-odds-4117","3500","0.0",35,"2.3","700.00",NA,NA,NA,"3000","0.0",30,"2.2","600.00",NA,NA,NA,"3000","0.0",30,"2.3","600.00",NA,NA,NA,"2250","0.0",22.5,"2.8","450.00",NA,NA,NA,"3000","0.0",30,"3.8","600.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","3500","0.0",35,NA,"700.00",2025-11-11
"Sixth Man","4159","John","Collins","John Collins","LAC","https://content.rotowire.com/images/teamlogo/basketball/100LAC.png?v=7","/betting/nba/player/john-collins-odds-4159","4000","0.0",40,"2.0","800.00",NA,NA,NA,"2500","0.0",25,"2.6","500.00",NA,NA,NA,"3000","0.0",30,"2.3","600.00",NA,NA,NA,"2500","0.0",25,"2.5","500.00",NA,NA,NA,"3000","0.0",30,"3.8","600.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","4000","0.0",40,NA,"800.00",2025-11-11
"Sixth Man","5287","Jonathan","Kuminga","Jonathan Kuminga","GSW","https://content.rotowire.com/images/teamlogo/basketball/100GSW.png?v=7","/betting/nba/player/jonathan-kuminga-odds-5287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4000","0.0",40,"1.6","800.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hardrock","4000","0.0",40,NA,"800.00",2025-11-11
"Sixth Man","6257","Reed","Sheppard","Reed Sheppard","HOU","https://content.rotowire.com/images/teamlogo/basketball/100HOU.png?v=7","/betting/nba/player/reed-sheppard-odds-6257","3000","0.0",30,"2.7","600.00",NA,NA,NA,"4000","0.0",40,"1.6","800.00",NA,NA,NA,"3000","0.0",30,"2.3","600.00",NA,NA,NA,"3000","0.0",30,"2.1","600.00",NA,NA,NA,"3000","0.0",30,"3.8","600.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"espnbet","4000","0.0",40,NA,"800.00",2025-11-11
"Sixth Man","5109","Obi","Toppin","Obi Toppin","IND","https://content.rotowire.com/images/teamlogo/basketball/100IND.png?v=7","/betting/nba/player/obi-toppin-odds-5109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4000","0.0",40,"1.6","800.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hardrock","4000","0.0",40,NA,"800.00",2025-11-11
"Sixth Man","5412","Aaron","Wiggins","Aaron Wiggins","OKC","https://content.rotowire.com/images/teamlogo/basketball/100OKC.png?v=7","/betting/nba/player/aaron-wiggins-odds-5412","2500","0.0",25,"3.2","500.00",NA,NA,NA,"3000","0.0",30,"2.2","600.00",NA,NA,NA,"3500","0.0",35,"2.0","700.00",NA,NA,NA,"4000","0.0",40,"1.6","800.00",NA,NA,NA,"3000","0.0",30,"3.8","600.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hardrock","4000","0.0",40,NA,"800.00",2025-11-11
"Sixth Man","4765","Nickeil","Alexander-Walker","Nickeil Alexander-Walker","ATL","https://content.rotowire.com/images/teamlogo/basketball/100ATL.png?v=7","/betting/nba/player/nickeil-alexander-walker-odds-4765","4000","0.0",40,"2.0","800.00",NA,NA,NA,"4000","0.0",40,"1.6","800.00",NA,NA,NA,"4000","0.0",40,"1.7","800.00",NA,NA,NA,"5000","0.0",50,"1.3","1,000.00",NA,NA,NA,"5000","0.0",50,"2.3","1,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mgm","5000","0.0",50,NA,"1,000.00",2025-11-11
"Sixth Man","4136","Josh","Hart","Josh Hart","NYK","https://content.rotowire.com/images/teamlogo/basketball/100NYK.png?v=7","/betting/nba/player/josh-hart-odds-4136","5000","0.0",50,"1.6","1,000.00",NA,NA,NA,"3000","0.0",30,"2.2","600.00",NA,NA,NA,"4000","0.0",40,"1.7","800.00",NA,NA,NA,"5000","0.0",50,"1.3","1,000.00",NA,NA,NA,"5000","0.0",50,"2.3","1,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","5000","0.0",50,NA,"1,000.00",2025-11-11
"Sixth Man","4167","Kyle","Kuzma","Kyle Kuzma","MIL","https://content.rotowire.com/images/teamlogo/basketball/100MIL.png?v=7","/betting/nba/player/kyle-kuzma-odds-4167","5000","0.0",50,"1.6","1,000.00",NA,NA,NA,"5000","0.0",50,"1.3","1,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","5000","0.0",50,NA,"1,000.00",2025-11-11
"Sixth Man","5428","Santi","Aldama","Santi Aldama","MEM","https://content.rotowire.com/images/teamlogo/basketball/100MEM.png?v=7","/betting/nba/player/santi-aldama-odds-5428","6000","0.0",60,"1.4","1,200.00",NA,NA,NA,"6000","0.0",60,"1.1","1,200.00",NA,NA,NA,"5000","0.0",50,"1.4","1,000.00",NA,NA,NA,"6000","0.0",60,"1.1","1,200.00",NA,NA,NA,"5000","0.0",50,"2.3","1,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","6000","0.0",60,NA,"1,200.00",2025-11-11
"Sixth Man","5732","Collin","Gillespie","Collin Gillespie","PHX","https://content.rotowire.com/images/teamlogo/basketball/100PHX.png?v=7","/betting/nba/player/collin-gillespie-odds-5732",NA,NA,NA,NA,NA,NA,NA,NA,"5000","0.0",50,"1.3","1,000.00",NA,NA,NA,"6000","0.0",60,"1.2","1,200.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fanduel","6000","0.0",60,NA,"1,200.00",2025-11-11
"Sixth Man","6549","Dylan","Harper","Dylan Harper","SAS","https://content.rotowire.com/images/teamlogo/basketball/100SAS.png?v=7","/betting/nba/player/dylan-harper-odds-6549","6000","0.0",60,"1.4","1,200.00",NA,NA,NA,"4000","0.0",40,"1.6","800.00",NA,NA,NA,"3500","0.0",35,"2.0","700.00",NA,NA,NA,"3000","0.0",30,"2.1","600.00",NA,NA,NA,"4000","0.0",40,"2.8","800.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","6000","0.0",60,NA,"1,200.00",2025-11-11
"Sixth Man","5204","Naji","Marshall","Naji Marshall","DAL","https://content.rotowire.com/images/teamlogo/basketball/100DAL.png?v=7","/betting/nba/player/naji-marshall-odds-5204",NA,NA,NA,NA,NA,NA,NA,NA,"6000","0.0",60,"1.1","1,200.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"espnbet","6000","0.0",60,NA,"1,200.00",2025-11-11
"Sixth Man","6275","Kel'el","Ware","Kel'el Ware","MIA","https://content.rotowire.com/images/teamlogo/basketball/100MIA.png?v=7","/betting/nba/player/kelel-ware-odds-6275",NA,NA,NA,NA,NA,NA,NA,NA,"5000","0.0",50,"1.3","1,000.00",NA,NA,NA,"3500","0.0",35,"2.0","700.00",NA,NA,NA,"6000","0.0",60,"1.1","1,200.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hardrock","6000","0.0",60,NA,"1,200.00",2025-11-11
"Sixth Man","4782","Keldon","Johnson","Keldon Johnson","SAS","https://content.rotowire.com/images/teamlogo/basketball/100SAS.png?v=7","/betting/nba/player/keldon-johnson-odds-4782","6000","0.0",60,"1.4","1,200.00",NA,NA,NA,"6000","0.0",60,"1.1","1,200.00",NA,NA,NA,"6000","0.0",60,"1.2","1,200.00",NA,NA,NA,"4000","0.0",40,"1.6","800.00",NA,NA,NA,"6600","0.0",66,"1.7","1,320.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mgm","6600","0.0",66,NA,"1,320.00",2025-11-11
"Sixth Man","4781","P.J.","Washington","P.J. Washington","DAL","https://content.rotowire.com/images/teamlogo/basketball/100DAL.png?v=7","/betting/nba/player/pj-washington-odds-4781",NA,NA,NA,NA,NA,NA,NA,NA,"6000","0.0",60,"1.1","1,200.00",NA,NA,NA,"5500","0.0",55,"1.3","1,100.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6600","0.0",66,"1.7","1,320.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mgm","6600","0.0",66,NA,"1,320.00",2025-11-11
"Sixth Man","6543","Tre","Johnson","Tre Johnson","WAS","https://content.rotowire.com/images/teamlogo/basketball/100WAS.png?v=7","/betting/nba/player/tre-johnson-odds-6543",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7500","0.0",75,"0.9","1,500.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hardrock","7500","0.0",75,NA,"1,500.00",2025-11-11
"Sixth Man","5169","Jalen","Smith","Jalen Smith","CHI","https://content.rotowire.com/images/teamlogo/basketball/100CHI.png?v=7","/betting/nba/player/jalen-smith-odds-5169",NA,NA,NA,NA,NA,NA,NA,NA,"7500","0.0",75,"0.9","1,500.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"espnbet","7500","0.0",75,NA,"1,500.00",2025-11-11
"Sixth Man","3884","Buddy","Hield","Buddy Hield","GSW","https://content.rotowire.com/images/teamlogo/basketball/100GSW.png?v=7","/betting/nba/player/buddy-hield-odds-3884",NA,NA,NA,NA,NA,NA,NA,NA,"8000","0.0",80,"0.8","1,600.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"espnbet","8000","0.0",80,NA,"1,600.00",2025-11-11
"Sixth Man","5291","Isaiah","Joe","Isaiah Joe","OKC","https://content.rotowire.com/images/teamlogo/basketball/100OKC.png?v=7","/betting/nba/player/isaiah-joe-odds-5291","8000","0.0",80,"1.0","1,600.00",NA,NA,NA,"6000","0.0",60,"1.1","1,200.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","8000","0.0",80,NA,"1,600.00",2025-11-11
"Sixth Man","5694","Jake","LaRavia","Jake LaRavia","LAL","https://content.rotowire.com/images/teamlogo/basketball/100LAL.png?v=7","/betting/nba/player/jake-laravia-odds-5694","8000","0.0",80,"1.0","1,600.00",NA,NA,NA,"7500","0.0",75,"0.9","1,500.00",NA,NA,NA,"6000","0.0",60,"1.2","1,200.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","8000","0.0",80,NA,"1,600.00",2025-11-11
"Sixth Man","5889","Brandin","Podziemski","Brandin Podziemski","GSW","https://content.rotowire.com/images/teamlogo/basketball/100GSW.png?v=7","/betting/nba/player/brandin-podziemski-odds-5889","8000","0.0",80,"1.0","1,600.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7500","0.0",75,"0.9","1,500.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","8000","0.0",80,NA,"1,600.00",2025-11-11
"Sixth Man","3708","D'Angelo","Russell","D'Angelo Russell","DAL","https://content.rotowire.com/images/teamlogo/basketball/100DAL.png?v=7","/betting/nba/player/dangelo-russell-odds-3708","8000","0.0",80,"1.0","1,600.00",NA,NA,NA,"7500","0.0",75,"0.9","1,500.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5000","0.0",50,"1.3","1,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","8000","0.0",80,NA,"1,600.00",2025-11-11
"Sixth Man","4412","Collin","Sexton","Collin Sexton","CHA","https://content.rotowire.com/images/teamlogo/basketball/100CHA.png?v=7","/betting/nba/player/collin-sexton-odds-4412",NA,NA,NA,NA,NA,NA,NA,NA,"7500","0.0",75,"0.9","1,500.00",NA,NA,NA,"7500","0.0",75,"0.9","1,500.00",NA,NA,NA,"6000","0.0",60,"1.1","1,200.00",NA,NA,NA,"8000","0.0",80,"1.4","1,600.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mgm","8000","0.0",80,NA,"1,600.00",2025-11-11
"Sixth Man","5232","Cole","Anthony","Cole Anthony","MIL","https://content.rotowire.com/images/teamlogo/basketball/100MIL.png?v=7","/betting/nba/player/cole-anthony-odds-5232","10000","0.0",100,"0.8","2,000.00",NA,NA,NA,"5000","0.0",50,"1.3","1,000.00",NA,NA,NA,"5000","0.0",50,"1.4","1,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5000","0.0",50,"2.3","1,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","10000","0.0",100,NA,"2,000.00",2025-11-11
"Sixth Man","5182","Saddiq","Bey","Saddiq Bey","NOP","https://content.rotowire.com/images/teamlogo/basketball/100NOP.png?v=7","/betting/nba/player/saddiq-bey-odds-5182",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10000","0.0",100,"0.7","2,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fanduel","10000","0.0",100,NA,"2,000.00",2025-11-11
"Sixth Man","4143","Chris","Boucher","Chris Boucher","BOS","https://content.rotowire.com/images/teamlogo/basketball/100BOS.png?v=7","/betting/nba/player/chris-boucher-odds-4143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10000","0.0",100,"0.7","2,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hardrock","10000","0.0",100,NA,"2,000.00",2025-11-11
"Sixth Man","4403","Bruce","Brown","Bruce Brown","DEN","https://content.rotowire.com/images/teamlogo/basketball/100DEN.png?v=7","/betting/nba/player/bruce-brown-odds-4403",NA,NA,NA,NA,NA,NA,NA,NA,"8000","0.0",80,"0.8","1,600.00",NA,NA,NA,"8000","0.0",80,"0.9","1,600.00",NA,NA,NA,"10000","0.0",100,"0.7","2,000.00",NA,NA,NA,"10000","0.0",100,"1.2","2,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mgm","10000","0.0",100,NA,"2,000.00",2025-11-11
"Sixth Man","6592","Cedric","Coward","Cedric Coward","MEM","https://content.rotowire.com/images/teamlogo/basketball/100MEM.png?v=7","/betting/nba/player/cedric-coward-odds-6592","6000","0.0",60,"1.4","1,200.00",NA,NA,NA,"5000","0.0",50,"1.3","1,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10000","0.0",100,"0.7","2,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hardrock","10000","0.0",100,NA,"2,000.00",2025-11-11
"Sixth Man","6559","Egor","Demin","Egor Demin","BKN","https://content.rotowire.com/images/teamlogo/basketball/100BKN.png?v=7","/betting/nba/player/egor-demin-odds-6559",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10000","0.0",100,"0.7","2,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hardrock","10000","0.0",100,NA,"2,000.00",2025-11-11
"Sixth Man","5708","Moussa","Diabate","Moussa Diabate","CHA","https://content.rotowire.com/images/teamlogo/basketball/100CHA.png?v=7","/betting/nba/player/moussa-diabate-odds-5708","10000","0.0",100,"0.8","2,000.00",NA,NA,NA,"10000","0.0",100,"0.7","2,000.00",NA,NA,NA,"10000","0.0",100,"0.7","2,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","10000","0.0",100,NA,"2,000.00",2025-11-11
