"future","playerID","firstName","lastName","name","team","logo","playerURL","hardrock_odds","hardrock_line","hardrock_mult","hardrock_winPct","hardrock_win","hardrock_odds_under","hardrock_mult_under","hardrock_win_under","mgm_odds","mgm_line","mgm_mult","mgm_winPct","mgm_win","mgm_odds_under","mgm_mult_under","mgm_win_under","draftkings_odds","draftkings_line","draftkings_mult","draftkings_winPct","draftkings_win","draftkings_odds_under","draftkings_mult_under","draftkings_win_under","fanduel_odds","fanduel_line","fanduel_mult","fanduel_winPct","fanduel_win","fanduel_odds_under","fanduel_mult_under","fanduel_win_under","betrivers_odds","betrivers_line","betrivers_mult","betrivers_winPct","betrivers_win","betrivers_odds_under","betrivers_mult_under","betrivers_win_under","caesars_odds","caesars_line","caesars_mult","caesars_winPct","caesars_win","caesars_odds_under","caesars_mult_under","caesars_win_under","thescore_odds","thescore_line","thescore_mult","thescore_winPct","thescore_win","thescore_odds_under","thescore_mult_under","thescore_win_under","circasports_odds","circasports_line","circasports_mult","circasports_winPct","circasports_win","circasports_odds_under","circasports_mult_under","circasports_win_under","best_oddsBook","best_odds","best_line","best_mult","best_winPct","best_win","date"
"Sixth Man","6546","Jeremiah","Fears","Jeremiah Fears","NOP","https://content.rotowire.com/images/teamlogo/basketball/100NOP.png?v=10","/betting/nba/player/jeremiah-fears-odds-6546",NA,NA,NA,NA,NA,NA,NA,NA,"3000","0.0",30,"2.1","600.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mgm","3000","0.0",30,NA,"600.00",2026-07-22
"Sixth Man","6336","Daniss","Jenkins","Daniss Jenkins","DET","https://content.rotowire.com/images/teamlogo/basketball/100DET.png?v=10","/betting/nba/player/daniss-jenkins-odds-6336",NA,NA,NA,NA,NA,NA,NA,NA,"3000","0.0",30,"2.1","600.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mgm","3000","0.0",30,NA,"600.00",2026-07-22
"Sixth Man","5291","Isaiah","Joe","Isaiah Joe","DET","https://content.rotowire.com/images/teamlogo/basketball/100DET.png?v=10","/betting/nba/player/isaiah-joe-odds-5291",NA,NA,NA,NA,NA,NA,NA,NA,"3000","0.0",30,"2.1","600.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mgm","3000","0.0",30,NA,"600.00",2026-07-22
"Sixth Man","4123","Luke","Kennard","Luke Kennard","PHX","https://content.rotowire.com/images/teamlogo/basketball/100PHX.png?v=10","/betting/nba/player/luke-kennard-odds-4123",NA,NA,NA,NA,NA,NA,NA,NA,"3000","0.0",30,"2.1","600.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mgm","3000","0.0",30,NA,"600.00",2026-07-22
"Sixth Man","5698","Bennedict","Mathurin","Bennedict Mathurin","LAC","https://content.rotowire.com/images/teamlogo/basketball/100LAC.png?v=10","/betting/nba/player/bennedict-mathurin-odds-5698",NA,NA,NA,NA,NA,NA,NA,NA,"3000","0.0",30,"2.1","600.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mgm","3000","0.0",30,NA,"600.00",2026-07-22
"Sixth Man","4412","Collin","Sexton","Collin Sexton","LAL","https://content.rotowire.com/images/teamlogo/basketball/100LAL.png?v=10","/betting/nba/player/collin-sexton-odds-4412",NA,NA,NA,NA,NA,NA,NA,NA,"3000","0.0",30,"2.1","600.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mgm","3000","0.0",30,NA,"600.00",2026-07-22
"Sixth Man","4373","Anfernee","Simons","Anfernee Simons","PHI","https://content.rotowire.com/images/teamlogo/basketball/100PHI.png?v=10","/betting/nba/player/anfernee-simons-odds-4373","2250","0.0",22.5,"3.5","450.00",NA,NA,NA,"3000","0.0",30,"2.1","600.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mgm","3000","0.0",30,NA,"600.00",2026-07-22
"Sixth Man","5898","Cason","Wallace","Cason Wallace","OKC","https://content.rotowire.com/images/teamlogo/basketball/100OKC.png?v=10","/betting/nba/player/cason-wallace-odds-5898",NA,NA,NA,NA,NA,NA,NA,NA,"3000","0.0",30,"2.1","600.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mgm","3000","0.0",30,NA,"600.00",2026-07-22
"Sixth Man","5377","Scoot","Henderson","Scoot Henderson","POR","https://content.rotowire.com/images/teamlogo/basketball/100POR.png?v=10","/betting/nba/player/scoot-henderson-odds-5377",NA,NA,NA,NA,NA,NA,NA,NA,"5000","0.0",50,"1.3","1,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mgm","5000","0.0",50,NA,"1,000.00",2026-07-22
"Sixth Man","6562","Yaxel","Lendeborg","Yaxel Lendeborg","GSW","https://content.rotowire.com/images/teamlogo/basketball/100GSW.png?v=10","/betting/nba/player/yaxel-lendeborg-odds-6562",NA,NA,NA,NA,NA,NA,NA,NA,"5000","0.0",50,"1.3","1,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mgm","5000","0.0",50,NA,"1,000.00",2026-07-22
"Sixth Man","6266","Jared","McCain","Jared McCain","OKC","https://content.rotowire.com/images/teamlogo/basketball/100OKC.png?v=10","/betting/nba/player/jared-mccain-odds-6266",NA,NA,NA,NA,NA,NA,NA,NA,"5000","0.0",50,"1.3","1,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mgm","5000","0.0",50,NA,"1,000.00",2026-07-22
"Sixth Man","5254","Sam","Merrill","Sam Merrill","CLE","https://content.rotowire.com/images/teamlogo/basketball/100CLE.png?v=10","/betting/nba/player/sam-merrill-odds-5254",NA,NA,NA,NA,NA,NA,NA,NA,"5000","0.0",50,"1.3","1,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mgm","5000","0.0",50,NA,"1,000.00",2026-07-22
"Sixth Man","3721","Kelly","Oubre","Kelly Oubre","IND","https://content.rotowire.com/images/teamlogo/basketball/100IND.png?v=10","/betting/nba/player/kelly-oubre-odds-3721",NA,NA,NA,NA,NA,NA,NA,NA,"5000","0.0",50,"1.3","1,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mgm","5000","0.0",50,NA,"1,000.00",2026-07-22
